ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	analyzer	failure_reason
1419876928.124829	C3kExe3mcQu1SscKt	5.39.218.219	40621	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876928.613912	CQV2kl41BjCrF8y82	5.39.218.219	40633	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876929.152002	CAyoQhR6RBZIUXYAh	5.39.218.219	40644	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876929.632076	CMcOn14lwQO03b0hZh	5.39.218.219	40653	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876930.169134	CY3DKD3WMheYoYieqe	5.39.218.219	40664	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876930.706989	CwNXBe3SwgRxRRG21g	5.39.218.219	40672	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876931.270143	CG5Upb3PzwbvTc9Nu9	5.39.218.219	40685	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876931.833164	Ceh1ie2tQ8yRlrK4X9	5.39.218.219	40697	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876932.403478	CMBfnQ1a4orISRRnZh	5.39.218.219	40709	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876932.913864	CZBMMD32ehYD7Lq6Bh	5.39.218.219	40721	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876933.459171	C7DOp14vLosmzrfB82	5.39.218.219	40732	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876934.028263	CJuEQhpyldnhoZNt	5.39.218.219	40745	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876934.585207	CnOaklkfX7RYkFe6f	5.39.218.219	40756	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876935.123046	C978In3wBpYT9Mixkf	5.39.218.219	40767	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876935.667621	Cjv5d23RAvtT8lfDN8	5.39.218.219	40779	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876936.223891	CHRUd529uDBGQONJDa	5.39.218.219	40787	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876936.711422	CrSNkZ1KiByZIRWdGi	5.39.218.219	40799	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876937.235091	CSQnMM3uGREVLxg6Ug	5.39.218.219	40810	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876937.817365	Cke2oS37XDbwceKgs1	5.39.218.219	40822	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876938.399884	CcKUF8xe44vfFWX91	5.39.218.219	40835	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876938.950139	Cm0Hsum4MsbcjC1Ea	5.39.218.219	40847	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876939.500052	CYr1pZ1wFGLNw3nUN8	5.39.218.219	40858	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876940.057487	CAmgi5237Sz6eBnLkf	5.39.218.219	40866	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876940.684622	Cscpf23zhh08On8s6f	5.39.218.219	40874	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876941.311995	CINAKn3imlcqcGi5a1	5.39.218.219	40887	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876941.926350	CTIFuuOOpXPR5qns1	5.39.218.219	40900	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876942.560047	CdO2oS3ts5z2X4EgGi	5.39.218.219	40912	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876943.105734	CryxMM3pbn00oc9Ndg	5.39.218.219	40920	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876943.687294	CVEmS83JtjOaMjNJRd	5.39.218.219	40929	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876944.179003	CbeZzl3SHdUWlM1N5a	5.39.218.219	40934	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876944.800095	CdtS7O1MgRMAfQuf09	5.39.218.219	40942	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876945.363281	CXJ0Zk2Nx1Dwas04oh	5.39.218.219	40951	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876945.996889	Cw8oS347GiEjwApAxi	5.39.218.219	40959	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876946.483162	CugNJw3QeQ9BknqIk	5.39.218.219	40966	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876947.040382	CQlIvn4KeK9FaCLC2	5.39.218.219	40974	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876947.597363	CqrP5b1TINevMJz09	5.39.218.219	40982	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876948.135143	CuVD2l2vGw40EWz66a	5.39.218.219	40994	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876948.697704	C6ADbO1Yykv4lENURd	5.39.218.219	41000	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876949.184346	CIJKCl3iFEGXHKxXdg	5.39.218.219	41008	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876949.747152	CS9hV83zuonRoCIVC2	5.39.218.219	41017	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876950.362092	Cd2i7bdBT8HMFQRk	5.39.218.219	41027	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876950.847894	Cf0jxnaz2jUrpBBxi	5.39.218.219	41035	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876951.419975	CxrsKw3Y4utax7B4oh	5.39.218.219	41042	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876951.967895	CfrcT34pmGHhyNh9xi	5.39.218.219	41049	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876952.454596	CdZmNw3lwsNkpbbioh	5.39.218.219	41059	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876952.947741	CDTaN34O4PotkJbnC2	5.39.218.219	41067	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876953.429933	C3xQ8bAHoTwtsdZk	5.39.218.219	41074	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876953.983884	CNpVpnpmZDAyHd8Sd	5.39.218.219	41082	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876954.476073	CK6Ywl352kLO66mwdg	5.39.218.219	41089	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876954.969938	CGz9Y83UNJdmFzCG09	5.39.218.219	41096	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876955.456611	CqZqVk2K2ieTY1Ry5a	5.39.218.219	41106	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876955.948907	COG5dO1l2sb6riogl	5.39.218.219	41114	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876956.428970	CsjhunnFpuYwlYEC2	5.39.218.219	41121	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876956.979293	Cir3dbM3MBWE6Bvoh	5.39.218.219	41131	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876957.521623	CqbDP34Ubm9uLuonxi	5.39.218.219	41142	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876958.073897	CElHPw3dS34Sd1AF5a	5.39.218.219	41155	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876958.624266	CJRcfO1F4NvhtIWN09	5.39.218.219	41167	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876959.125515	CF2pXk2GoVLcLb0zdg	5.39.218.219	41177	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876959.657789	CtSiY83ycHWzuWxbSd	5.39.218.219	41185	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876960.211541	CVlZwl3wYUwKcmYmUg	5.39.218.219	41197	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876960.763236	CLjgiS3MmhqClMrPFi	5.39.218.219	41206	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876961.248417	Cf6qPM3vInQWc7cca1	5.39.218.219	41219	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876961.815285	CPEsnuPi1kGDMHPr1	5.39.218.219	41228	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876962.291518	CxutJ8SLPHIKn3jkf	5.39.218.219	41240	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876962.835441	CESji23Wr4vWFNHF6f	5.39.218.219	41249	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876963.443323	C6ozEn3rQjf8Y36tDa	5.39.218.219	41259	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876963.987287	COOzqZ195k7wErK1O8	5.39.218.219	41270	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876964.537947	CCDSa52wA9gJ4Ph9s1	5.39.218.219	41280	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876965.075618	CIgfN84oERVSVnwa1	5.39.218.219	41293	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876965.652757	CAr5ruljCgAwsOZFi	5.39.218.219	41303	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876966.176110	CUVjSM3dldijlO1yUg	5.39.218.219	41312	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876966.662548	C4e2lS3SvkWBfCcbO8	5.39.218.219	41323	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876967.256560	CjXtc52wQcOa8o9DDa	5.39.218.219	41335	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876967.782781	CP02sZ15dIzATAgG6f	5.39.218.219	41346	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876968.333069	Cx1nFn3D8bmYfkikkf	5.39.218.219	41358	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876968.883572	CtsZi23ACYawrvPO82	5.39.218.219	41367	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876969.453952	C7XCKhC1BWInMFlt	5.39.218.219	41381	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876969.952482	C3m5nl346swzEevZh	5.39.218.219	41395	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876970.432370	Cx1pFD3z0Isf3STxAh	5.39.218.219	41405	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876970.993359	CX7nr14Q8cJliyXlu9	5.39.218.219	41417	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876971.557473	C2HTke2mx0XlzuaiX9	5.39.218.219	41428	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876972.102715	COYshQ1dPEIPJ3AGpe	5.39.218.219	41437	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876972.595561	CeUpDe3xRSFE1Fz91g	5.39.218.219	41447	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876973.075622	CC9Hib3ouq1QA5kSAh	5.39.218.219	41459	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876973.626366	CEc2v14k2Rrw96YOZh	5.39.218.219	41472	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876974.176389	CA1cJD3bETwc7nbxt	5.39.218.219	41482	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876974.737445	C01XplRL824WjJZ82	5.39.218.219	41496	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876976.992580	Cx32iQ1rUSilk23mu9	5.39.218.219	41536	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876977.555163	CrTBle2LR6kWrDPg11	5.39.218.219	41549	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876978.118843	C1PuAwZgo8jGgF9W1	5.39.218.219	41562	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876978.695104	Cn3i02W6a2ZTdClHg	5.39.218.219	41575	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876979.258069	CrztLU3E16DYFTm2ej	5.39.218.219	41585	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876979.873565	CnqcNF3b7jEtC0qvMa	5.39.218.219	41598	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876980.416336	Ci2NeX1rHfXU5xxNj8	5.39.218.219	41610	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876980.961025	C4ABVb2C45qDgWJexf	5.39.218.219	41620	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876981.517407	CKbANZ2Wwa00LdKlye	5.39.218.219	41630	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876982.081285	CeCwFu3LfOCTAB2kej	5.39.218.219	41637	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876982.625254	CIznRF3rHjbjR9BCHg	5.39.218.219	41650	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876983.188366	C8EMPU3WKZwirkhnW1	5.39.218.219	41660	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876983.802202	C44v22mKYHZXUPt11	5.39.218.219	41673	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876984.422843	C8PQCwhsxcEiWetye	5.39.218.219	41684	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876984.974307	CRHxHu3PBlYFwvylxf	5.39.218.219	41695	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876985.531052	CZkJPZ2ayWTgmAiRj8	5.39.218.219	41707	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876986.141432	CjNIVb22CIMSjUzyMa	5.39.218.219	41717	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876986.624807	Cdn3fX1KiASNCUZ4pb	5.39.218.219	41732	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876987.245244	CprCuH2MNPwZ2WhRbd	5.39.218.219	41740	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876987.808569	CfhvjC23pQ4NTp8FF6	5.39.218.219	41753	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876988.448744	CZqadF1TBHNDJVwXV6	5.39.218.219	41766	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876989.095323	C78Jhj168YvzYczwPk	5.39.218.219	41778	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876989.665645	CcrJ4d46S9UxI52yAk	5.39.218.219	41792	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876990.231000	C8Sv9y4NSIA8ojU585	5.39.218.219	41805	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876990.791463	CqjPBOXBDdSmVsYj3	5.39.218.219	41818	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876991.821562	C641ij1yaqf9iX5JF6	5.39.218.219	41844	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876992.317318	ComBdF1r3YYtP2lXbd	5.39.218.219	41854	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876992.877154	COfdlC2vNc5mpfmapb	5.39.218.219	41864	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876993.395955	CklswH2iYSltLzQdk3	5.39.218.219	41877	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876993.965623	C3MsGU4xMj8gOGk85	5.39.218.219	41888	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876994.509507	C7PyEOpkQymlyzOAk	5.39.218.219	41899	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876995.060154	Ct2sdy45QDV7mwqMPk	5.39.218.219	41909	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876995.559238	C9FN8d4LUeLshIsR1d	5.39.218.219	41922	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876996.040223	CbnLZl2fcKS16IakUb	5.39.218.219	41934	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876996.600882	C5lihT2UETyYtFYP78	5.39.218.219	41946	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876997.075936	CT2wYl1GxxVkveT6P5	5.39.218.219	41959	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876997.626668	CVM8Yx1lpCOVcUylnj	5.39.218.219	41971	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876998.106837	CmFljw4tTFN6gMvoHl	5.39.218.219	41982	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876998.605563	CU34tj4eh9QEqrBjv3	5.39.218.219	41995	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876999.169119	CYtI6a1gUweJv7KvB4	5.39.218.219	42008	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419876999.732259	C2r7GDnwLNB95m9P5	5.39.218.219	42020	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877000.218798	Can5Zx1132jYQJPR78	5.39.218.219	42036	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877000.713242	CyCBZl1iFWXkvkYsUb	5.39.218.219	42048	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877001.290540	C0fuiT2YKwSPGyzZ1d	5.39.218.219	42058	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877001.857290	Csc51m2JLIC3fm3IB4	5.39.218.219	42071	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877002.368793	CxG9JDHyK6oDwjvv3	5.39.218.219	42083	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877002.880941	C9RT9a1QUgK6DLtHHl	5.39.218.219	42095	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877003.444357	ClTpwj4sONNFkKQDnj	5.39.218.219	42111	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877003.939190	CpyPmw4ryaOgMxljv6	5.39.218.219	42124	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877004.430108	C52C7H1dZxXk8lixr7	5.39.218.219	42137	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877004.929405	C9pROc1caHyv5jLsdb	5.39.218.219	42149	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877005.498921	C5fHgK2av8lZTmHPId	5.39.218.219	42159	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877005.979344	Cx2H0v2dPjl0Ox9ni5	5.39.218.219	42172	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877006.587562	CkyIGM78tCUvQmlO2	5.39.218.219	42184	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877007.136873	CqQM511yzB8Vgu3c1l	5.39.218.219	42199	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877007.738113	C2QAja404WclgifE3k	5.39.218.219	42211	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877008.269768	CUk0tF4xFhJCON3RId	5.39.218.219	42223	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877008.839536	CsgF1v2XiX750wOudb	5.39.218.219	42239	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877009.427761	CExxhK24wfIYfhiFr7	5.39.218.219	42255	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877009.965810	Cwt9Qc1q1aUbbgXrv6	5.39.218.219	42271	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877010.522709	C27L8H1HIHEhNboQ3k	5.39.218.219	42284	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877011.074229	C9GhwF45LMT73xSo1l	5.39.218.219	42300	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877011.559617	CF7Kma4Ktm5engPDO2	5.39.218.219	42312	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877012.052119	CRLj911qFNhVb7dGi5	5.39.218.219	42324	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877012.602755	C5m6KMYduYtGMuRC7	5.39.218.219	42332	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877013.152995	CDqMhs1aiV8zddsJY5	5.39.218.219	42347	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877013.633344	C9YGbw1pASRcCmeCvc	5.39.218.219	42361	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877014.229307	CJqAat2zrzLBOY4l5c	5.39.218.219	42371	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877014.858437	CgdNM31GIVDwubPPr4	5.39.218.219	42384	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877015.464929	CefCrFFkPFUtd4ETj	5.39.218.219	42399	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877016.002184	Ckys9p4L9WOYWlfswl	5.39.218.219	42413	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877016.546571	CeSc6m4gzXd2OEup5c	5.39.218.219	42426	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877017.109826	CQ9mFQ2qyMdzBOkHvc	5.39.218.219	42435	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877017.666484	CqbZat2hQBjSRW2PY5	5.39.218.219	42448	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877018.222895	C0azdw19ARc4CiHXC7	5.39.218.219	42461	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877018.728488	C4Dvjs1QLViOUxtGwl	5.39.218.219	42474	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877019.362450	CPSP8m4wlDb0HyYSTj	5.39.218.219	42483	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877019.918084	CjvXbp4JqEbSZpy5s4	5.39.218.219	42499	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877020.417209	CT1FvFJiY7PxRQt04	5.39.218.219	42509	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877020.916523	CfSGQ31U06NzRq7zr4	5.39.218.219	42522	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877021.455433	CDboxF2hGAaeA1C04	5.39.218.219	42533	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877021.967773	CdZKJ31plbJOMXZdwl	5.39.218.219	42549	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877023.028571	CjPT5p46rFrw5FHXY5	5.39.218.219	42576	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877023.508626	CACs6w1m3FlU3lsqC7	5.39.218.219	42588	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877024.007670	CWalls1VtoPl9NMB5c	5.39.218.219	42599	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877024.573248	Ccz3zQ2Zv0jGbhJdvc	5.39.218.219	42612	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877025.131561	C4GCdt2YmXwaJL67Uj	5.39.218.219	42626	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877025.744774	C6JJ6p40wfUrQgofwl	5.39.218.219	42641	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877026.337185	CO8qcm4nkQJKcqGK04	5.39.218.219	42652	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877026.900638	CWsUK31ljKGdQu5Hr4	5.39.218.219	42664	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877027.515700	CIAFyF8A01eocvqvc	5.39.218.219	42676	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877028.007647	CVyLgt20Qc8iPyXN5c	5.39.218.219	42691	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877028.558018	CJzlCQ23CDgu12zJC7	5.39.218.219	42701	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877029.172541	CtnJos1tfD7QNc8gZ5	5.39.218.219	42716	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877029.716740	CJSY9w1VgVwa1AuMO2	5.39.218.219	42729	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877030.264205	CV5d2113XAqGuNY8i5	5.39.218.219	42741	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877030.804732	CXLVLMeWPQP8GF24k	5.39.218.219	42752	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877031.284758	CvdZpF4yi6kT2ogV0l	5.39.218.219	42762	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877031.840894	CPKnpa49EE63yTR8r7	5.39.218.219	42769	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877032.403471	CKuSRc1JI7ZwIC8Av6	5.39.218.219	42780	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877032.885161	C06P1H1wTGdWGzzoId	5.39.218.219	42791	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877033.441683	CeLg4v2EVRP372WGdb	5.39.218.219	42802	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877033.991840	CeQLpa4RC0iVHt874k	5.39.218.219	42812	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877034.471668	CkiwqF4ikiwgzbdfi5	5.39.218.219	42823	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877035.009415	CGDFNMk1IEO5c2SO2	5.39.218.219	42833	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877035.553571	C0T4411tsmu9bvOVdb	5.39.218.219	42843	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877036.084784	CRhYdK2lQAKqeTQCId	5.39.218.219	42852	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877036.578815	CBaU6v281uvtTSuQv6	5.39.218.219	42864	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877037.136094	ChqJ5H1ikBFJt0yor7	5.39.218.219	42870	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877037.665708	CDSUVc1X7MWtjuEPHl	5.39.218.219	42882	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877038.204102	Cj0upj4FkfWncLp7nj	5.39.218.219	42894	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877038.754114	C9Iyow4qCGYjWtbUB4	5.39.218.219	42907	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877039.310367	Cx06DDuAocqvWP2v3	5.39.218.219	42918	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877039.876242	CVdvca1NA8McXmJVTb	5.39.218.219	42928	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877040.428043	CSMjkT2l4ZBuUge82d	5.39.218.219	42940	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877040.980488	C2FYTl2UpZpJJxKFO5	5.39.218.219	42950	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877041.537746	CORI1y1qcgEjcS7488	5.39.218.219	42959	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877042.094683	CU1jTl1LPso7kmK6v3	5.39.218.219	42971	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877042.580724	CyKVca15QRlXKFMYB4	5.39.218.219	42985	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877043.138471	COBoDDYF2cBydPcnj	5.39.218.219	42997	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877043.694546	CQ0pqw4opRxYWIFVHl	5.39.218.219	43006	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877044.180757	CAjbrj47t8kEufRi88	5.39.218.219	43016	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877044.737378	CP82Wl1rdhpkh4aVO5	5.39.218.219	43024	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877045.224386	C7Vj4y1wL90IRH8o2d	5.39.218.219	43033	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877045.710540	CLh3Yl2yMTD1rXecUb	5.39.218.219	43043	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877046.273807	CVhfoT2wk2j8EelhAk	5.39.218.219	43052	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877046.841666	Clshfy4u5B260Q5VPk	5.39.218.219	43062	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877047.401140	CdZG1d4zKZvgLqeKj3	5.39.218.219	43073	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877047.964875	Cdp6JUDGU2HBiYw85	5.39.218.219	43082	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877048.507008	CtmgyOIGVAPmpw5cd	5.39.218.219	43095	192.168.0.5	8013	tcp	HTTP	not a http reply line
1419877049.052023	CMeheC2kapdsHRVDob	5.39.218.219	43104	192.168.0.5	8013	tcp	HTTP	not a http reply line
